# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN23267_c0_g1_i1%7Cg.83792%20TRINITY_DN23267_c0_g1_i1%7Cm.83792%20type%3Acomplete%20len%3A135%20(%2B)	TRINITY_DN23267_c0_g1_i1|g.83792	TRINITY_DN23267_c0_g1_i1|m.83792	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN23267_c0_g3_i1%7Cg.83794%20TRINITY_DN23267_c0_g3_i1%7Cm.83794%20type%3Acomplete%20len%3A135%20(%2B)	TRINITY_DN23267_c0_g3_i1|g.83794	TRINITY_DN23267_c0_g3_i1|m.83794	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN23282_c0_g1_i1%7Cg.83790%20TRINITY_DN23282_c0_g1_i1%7Cm.83790%20type%3Ainternal%20len%3A213%20(-)	TRINITY_DN23282_c0_g1_i1|g.83790	TRINITY_DN23282_c0_g1_i1|m.83790	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN23694_c0_g1_i1%7Cg.16745%20TRINITY_DN23694_c0_g1_i1%7Cm.16745%20type%3Ainternal%20len%3A156%20(%2B)	TRINITY_DN23694_c0_g1_i1|g.16745	TRINITY_DN23694_c0_g1_i1|m.16745	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN23694_c0_g1_i1%7Cg.16746%20TRINITY_DN23694_c0_g1_i1%7Cm.16746%20type%3Ainternal%20len%3A156%20(-)	TRINITY_DN23694_c0_g1_i1|g.16746	TRINITY_DN23694_c0_g1_i1|m.16746	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN24136_c0_g1_i1%7Cg.16786%20TRINITY_DN24136_c0_g1_i1%7Cm.16786%20type%3Acomplete%20len%3A134%20(-)	TRINITY_DN24136_c0_g1_i1|g.16786	TRINITY_DN24136_c0_g1_i1|m.16786	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN24207_c0_g1_i1%7Cg.16766%20TRINITY_DN24207_c0_g1_i1%7Cm.16766%20type%3A5prime_partial%20len%3A142%20(%2B)	TRINITY_DN24207_c0_g1_i1|g.16766	TRINITY_DN24207_c0_g1_i1|m.16766	protein_coding	0	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN24234_c0_g1_i1%7Cg.91740%20TRINITY_DN24234_c0_g1_i1%7Cm.91740%20type%3Acomplete%20len%3A435%20(-)	TRINITY_DN24234_c0_g1_i1|g.91740	TRINITY_DN24234_c0_g1_i1|m.91740	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN24252_c0_g1_i1%7Cg.91743%20TRINITY_DN24252_c0_g1_i1%7Cm.91743%20type%3A5prime_partial%20len%3A258%20(-)	TRINITY_DN24252_c0_g1_i1|g.91743	TRINITY_DN24252_c0_g1_i1|m.91743	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN24252_c0_g1_i1%7Cg.91744%20TRINITY_DN24252_c0_g1_i1%7Cm.91744%20type%3A3prime_partial%20len%3A145%20(%2B)	TRINITY_DN24252_c0_g1_i1|g.91744	TRINITY_DN24252_c0_g1_i1|m.91744	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN24252_c0_g1_i1%7Cg.91745%20TRINITY_DN24252_c0_g1_i1%7Cm.91745%20type%3A5prime_partial%20len%3A122%20(%2B)	TRINITY_DN24252_c0_g1_i1|g.91745	TRINITY_DN24252_c0_g1_i1|m.91745	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN24263_c0_g2_i1%7Cg.91758%20TRINITY_DN24263_c0_g2_i1%7Cm.91758%20type%3Acomplete%20len%3A115%20(-)	TRINITY_DN24263_c0_g2_i1|g.91758	TRINITY_DN24263_c0_g2_i1|m.91758	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN24379_c0_g4_i1%7Cg.41920%20TRINITY_DN24379_c0_g4_i1%7Cm.41920%20type%3A5prime_partial%20len%3A151%20(%2B)	TRINITY_DN24379_c0_g4_i1|g.41920	TRINITY_DN24379_c0_g4_i1|m.41920	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN24753_c0_g1_i1%7Cg.87876%20TRINITY_DN24753_c0_g1_i1%7Cm.87876%20type%3Ainternal%20len%3A339%20(-)	TRINITY_DN24753_c0_g1_i1|g.87876	TRINITY_DN24753_c0_g1_i1|m.87876	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN24969_c0_g4_i1%7Cg.55058%20TRINITY_DN24969_c0_g4_i1%7Cm.55058%20type%3A3prime_partial%20len%3A114%20(-)	TRINITY_DN24969_c0_g4_i1|g.55058	TRINITY_DN24969_c0_g4_i1|m.55058	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORF%20TRINITY_DN24991_c0_g2_i1%7Cg.55045%20TRINITY_DN24991_c0_g2_i1%7Cm.55045%20type%3Ainternal%20len%3A199%20(-)	TRINITY_DN24991_c0_g2_i1|g.55045	TRINITY_DN24991_c0_g2_i1|m.55045	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN24991_c0_g2_i1%7Cg.55046%20TRINITY_DN24991_c0_g2_i1%7Cm.55046%20type%3A3prime_partial%20len%3A124%20(-)	TRINITY_DN24991_c0_g2_i1|g.55046	TRINITY_DN24991_c0_g2_i1|m.55046	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25028_c0_g1_i4%7Cg.31786%20TRINITY_DN25028_c0_g1_i4%7Cm.31786%20type%3A5prime_partial%20len%3A155%20(%2B)	TRINITY_DN25028_c0_g1_i4|g.31786	TRINITY_DN25028_c0_g1_i4|m.31786	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25028_c0_g1_i4%7Cg.31787%20TRINITY_DN25028_c0_g1_i4%7Cm.31787%20type%3A3prime_partial%20len%3A116%20(%2B)	TRINITY_DN25028_c0_g1_i4|g.31787	TRINITY_DN25028_c0_g1_i4|m.31787	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25052_c1_g1_i1%7Cg.31770%20TRINITY_DN25052_c1_g1_i1%7Cm.31770%20type%3Acomplete%20len%3A136%20(%2B)	TRINITY_DN25052_c1_g1_i1|g.31770	TRINITY_DN25052_c1_g1_i1|m.31770	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25121_c0_g1_i1%7Cg.31736%20TRINITY_DN25121_c0_g1_i1%7Cm.31736%20type%3Acomplete%20len%3A137%20(%2B)	TRINITY_DN25121_c0_g1_i1|g.31736	TRINITY_DN25121_c0_g1_i1|m.31736	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25159_c0_g1_i1%7Cg.35345%20TRINITY_DN25159_c0_g1_i1%7Cm.35345%20type%3Ainternal%20len%3A178%20(%2B)	TRINITY_DN25159_c0_g1_i1|g.35345	TRINITY_DN25159_c0_g1_i1|m.35345	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25199_c0_g1_i1%7Cg.35311%20TRINITY_DN25199_c0_g1_i1%7Cm.35311%20type%3A5prime_partial%20len%3A185%20(-)	TRINITY_DN25199_c0_g1_i1|g.35311	TRINITY_DN25199_c0_g1_i1|m.35311	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25199_c0_g1_i1%7Cg.35312%20TRINITY_DN25199_c0_g1_i1%7Cm.35312%20type%3Acomplete%20len%3A109%20(%2B)	TRINITY_DN25199_c0_g1_i1|g.35312	TRINITY_DN25199_c0_g1_i1|m.35312	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25211_c0_g1_i1%7Cg.35309%20TRINITY_DN25211_c0_g1_i1%7Cm.35309%20type%3Acomplete%20len%3A135%20(-)	TRINITY_DN25211_c0_g1_i1|g.35309	TRINITY_DN25211_c0_g1_i1|m.35309	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25218_c0_g2_i1%7Cg.35315%20TRINITY_DN25218_c0_g2_i1%7Cm.35315%20type%3Ainternal%20len%3A313%20(%2B)	TRINITY_DN25218_c0_g2_i1|g.35315	TRINITY_DN25218_c0_g2_i1|m.35315	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN25301_c0_g1_i1%7Cg.76340%20TRINITY_DN25301_c0_g1_i1%7Cm.76340%20type%3Ainternal%20len%3A226%20(%2B)	TRINITY_DN25301_c0_g1_i1|g.76340	TRINITY_DN25301_c0_g1_i1|m.76340	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
ORF%20TRINITY_DN25301_c0_g1_i1%7Cg.76341%20TRINITY_DN25301_c0_g1_i1%7Cm.76341%20type%3Ainternal%20len%3A225%20(-)	TRINITY_DN25301_c0_g1_i1|g.76341	TRINITY_DN25301_c0_g1_i1|m.76341	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN25319_c0_g1_i1%7Cg.76368%20TRINITY_DN25319_c0_g1_i1%7Cm.76368%20type%3A5prime_partial%20len%3A148%20(%2B)	TRINITY_DN25319_c0_g1_i1|g.76368	TRINITY_DN25319_c0_g1_i1|m.76368	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25386_c0_g1_i1%7Cg.51873%20TRINITY_DN25386_c0_g1_i1%7Cm.51873%20type%3A5prime_partial%20len%3A120%20(-)	TRINITY_DN25386_c0_g1_i1|g.51873	TRINITY_DN25386_c0_g1_i1|m.51873	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN25670_c0_g3_i2%7Cg.91859%20TRINITY_DN25670_c0_g3_i2%7Cm.91859%20type%3Ainternal%20len%3A228%20(-)	TRINITY_DN25670_c0_g3_i2|g.91859	TRINITY_DN25670_c0_g3_i2|m.91859	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25670_c0_g3_i2%7Cg.91860%20TRINITY_DN25670_c0_g3_i2%7Cm.91860%20type%3A5prime_partial%20len%3A153%20(%2B)	TRINITY_DN25670_c0_g3_i2|g.91860	TRINITY_DN25670_c0_g3_i2|m.91860	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN25766_c0_g1_i3%7Cg.12302%20TRINITY_DN25766_c0_g1_i3%7Cm.12302%20type%3Acomplete%20len%3A244%20(%2B)	TRINITY_DN25766_c0_g1_i3|g.12302	TRINITY_DN25766_c0_g1_i3|m.12302	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25766_c0_g1_i3%7Cg.12303%20TRINITY_DN25766_c0_g1_i3%7Cm.12303%20type%3A5prime_partial%20len%3A178%20(-)	TRINITY_DN25766_c0_g1_i3|g.12303	TRINITY_DN25766_c0_g1_i3|m.12303	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25777_c0_g1_i2%7Cg.12314%20TRINITY_DN25777_c0_g1_i2%7Cm.12314%20type%3Acomplete%20len%3A186%20(-)	TRINITY_DN25777_c0_g1_i2|g.12314	TRINITY_DN25777_c0_g1_i2|m.12314	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN25948_c0_g2_i1%7Cg.76849%20TRINITY_DN25948_c0_g2_i1%7Cm.76849%20type%3A5prime_partial%20len%3A252%20(%2B)	TRINITY_DN25948_c0_g2_i1|g.76849	TRINITY_DN25948_c0_g2_i1|m.76849	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN26033_c0_g1_i3%7Cg.1490%20TRINITY_DN26033_c0_g1_i3%7Cm.1490%20type%3Acomplete%20len%3A151%20(-)	TRINITY_DN26033_c0_g1_i3|g.1490	TRINITY_DN26033_c0_g1_i3|m.1490	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN26033_c0_g1_i3%7Cg.1491%20TRINITY_DN26033_c0_g1_i3%7Cm.1491%20type%3Acomplete%20len%3A144%20(-)	TRINITY_DN26033_c0_g1_i3|g.1491	TRINITY_DN26033_c0_g1_i3|m.1491	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26200_c0_g1_i1%7Cg.20528%20TRINITY_DN26200_c0_g1_i1%7Cm.20528%20type%3A5prime_partial%20len%3A225%20(-)	TRINITY_DN26200_c0_g1_i1|g.20528	TRINITY_DN26200_c0_g1_i1|m.20528	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26200_c0_g1_i1%7Cg.20529%20TRINITY_DN26200_c0_g1_i1%7Cm.20529%20type%3Acomplete%20len%3A119%20(-)	TRINITY_DN26200_c0_g1_i1|g.20529	TRINITY_DN26200_c0_g1_i1|m.20529	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN26250_c0_g1_i1%7Cg.41863%20TRINITY_DN26250_c0_g1_i1%7Cm.41863%20type%3A5prime_partial%20len%3A147%20(-)	TRINITY_DN26250_c0_g1_i1|g.41863	TRINITY_DN26250_c0_g1_i1|m.41863	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN26281_c0_g1_i1%7Cg.41855%20TRINITY_DN26281_c0_g1_i1%7Cm.41855%20type%3A5prime_partial%20len%3A130%20(%2B)	TRINITY_DN26281_c0_g1_i1|g.41855	TRINITY_DN26281_c0_g1_i1|m.41855	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN26398_c0_g1_i1%7Cg.16262%20TRINITY_DN26398_c0_g1_i1%7Cm.16262%20type%3A5prime_partial%20len%3A185%20(-)	TRINITY_DN26398_c0_g1_i1|g.16262	TRINITY_DN26398_c0_g1_i1|m.16262	protein_coding	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN26522_c0_g2_i1%7Cg.31200%20TRINITY_DN26522_c0_g2_i1%7Cm.31200%20type%3A5prime_partial%20len%3A182%20(-)	TRINITY_DN26522_c0_g2_i1|g.31200	TRINITY_DN26522_c0_g2_i1|m.31200	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26532_c0_g2_i1%7Cg.28529%20TRINITY_DN26532_c0_g2_i1%7Cm.28529%20type%3A5prime_partial%20len%3A147%20(%2B)	TRINITY_DN26532_c0_g2_i1|g.28529	TRINITY_DN26532_c0_g2_i1|m.28529	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN26610_c0_g1_i1%7Cg.28555%20TRINITY_DN26610_c0_g1_i1%7Cm.28555%20type%3A5prime_partial%20len%3A308%20(-)	TRINITY_DN26610_c0_g1_i1|g.28555	TRINITY_DN26610_c0_g1_i1|m.28555	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26692_c0_g1_i1%7Cg.31175%20TRINITY_DN26692_c0_g1_i1%7Cm.31175%20type%3A5prime_partial%20len%3A226%20(%2B)	TRINITY_DN26692_c0_g1_i1|g.31175	TRINITY_DN26692_c0_g1_i1|m.31175	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26803_c0_g2_i1%7Cg.54674%20TRINITY_DN26803_c0_g2_i1%7Cm.54674%20type%3Acomplete%20len%3A142%20(%2B)	TRINITY_DN26803_c0_g2_i1|g.54674	TRINITY_DN26803_c0_g2_i1|m.54674	protein_coding	0	0	2	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26829_c0_g1_i1%7Cg.47201%20TRINITY_DN26829_c0_g1_i1%7Cm.47201%20type%3Ainternal%20len%3A105%20(-)	TRINITY_DN26829_c0_g1_i1|g.47201	TRINITY_DN26829_c0_g1_i1|m.47201	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26922_c0_g1_i1%7Cg.47197%20TRINITY_DN26922_c0_g1_i1%7Cm.47197%20type%3A5prime_partial%20len%3A241%20(-)	TRINITY_DN26922_c0_g1_i1|g.47197	TRINITY_DN26922_c0_g1_i1|m.47197	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN26922_c0_g1_i1%7Cg.47198%20TRINITY_DN26922_c0_g1_i1%7Cm.47198%20type%3A3prime_partial%20len%3A149%20(%2B)	TRINITY_DN26922_c0_g1_i1|g.47198	TRINITY_DN26922_c0_g1_i1|m.47198	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN26994_c0_g1_i1%7Cg.31931%20TRINITY_DN26994_c0_g1_i1%7Cm.31931%20type%3A5prime_partial%20len%3A234%20(-)	TRINITY_DN26994_c0_g1_i1|g.31931	TRINITY_DN26994_c0_g1_i1|m.31931	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN26994_c0_g1_i1%7Cg.31933%20TRINITY_DN26994_c0_g1_i1%7Cm.31933%20type%3Acomplete%20len%3A157%20(-)	TRINITY_DN26994_c0_g1_i1|g.31933	TRINITY_DN26994_c0_g1_i1|m.31933	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27022_c0_g1_i2%7Cg.31923%20TRINITY_DN27022_c0_g1_i2%7Cm.31923%20type%3Ainternal%20len%3A261%20(%2B)	TRINITY_DN27022_c0_g1_i2|g.31923	TRINITY_DN27022_c0_g1_i2|m.31923	protein_coding	0	1	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1
ORF%20TRINITY_DN27044_c0_g8_i1%7Cg.3181%20TRINITY_DN27044_c0_g8_i1%7Cm.3181%20type%3Ainternal%20len%3A145%20(%2B)	TRINITY_DN27044_c0_g8_i1|g.3181	TRINITY_DN27044_c0_g8_i1|m.3181	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN27046_c4_g2_i2%7Cg.3247%20TRINITY_DN27046_c4_g2_i2%7Cm.3247%20type%3Acomplete%20len%3A209%20(-)	TRINITY_DN27046_c4_g2_i2|g.3247	TRINITY_DN27046_c4_g2_i2|m.3247	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27046_c4_g2_i2%7Cg.3249%20TRINITY_DN27046_c4_g2_i2%7Cm.3249%20type%3Acomplete%20len%3A102%20(-)	TRINITY_DN27046_c4_g2_i2|g.3249	TRINITY_DN27046_c4_g2_i2|m.3249	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27112_c0_g1_i1%7Cg.3222%20TRINITY_DN27112_c0_g1_i1%7Cm.3222%20type%3Acomplete%20len%3A349%20(%2B)	TRINITY_DN27112_c0_g1_i1|g.3222	TRINITY_DN27112_c0_g1_i1|m.3222	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27280_c0_g2_i3%7Cg.12896%20TRINITY_DN27280_c0_g2_i3%7Cm.12896%20type%3Acomplete%20len%3A132%20(-)	TRINITY_DN27280_c0_g2_i3|g.12896	TRINITY_DN27280_c0_g2_i3|m.12896	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27312_c0_g2_i1%7Cg.12925%20TRINITY_DN27312_c0_g2_i1%7Cm.12925%20type%3A5prime_partial%20len%3A545%20(%2B)	TRINITY_DN27312_c0_g2_i1|g.12925	TRINITY_DN27312_c0_g2_i1|m.12925	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27312_c0_g2_i1%7Cg.12926%20TRINITY_DN27312_c0_g2_i1%7Cm.12926%20type%3Acomplete%20len%3A134%20(-)	TRINITY_DN27312_c0_g2_i1|g.12926	TRINITY_DN27312_c0_g2_i1|m.12926	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27312_c0_g2_i1%7Cg.12927%20TRINITY_DN27312_c0_g2_i1%7Cm.12927%20type%3A3prime_partial%20len%3A100%20(-)	TRINITY_DN27312_c0_g2_i1|g.12927	TRINITY_DN27312_c0_g2_i1|m.12927	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27540_c0_g1_i1%7Cg.52063%20TRINITY_DN27540_c0_g1_i1%7Cm.52063%20type%3A5prime_partial%20len%3A125%20(%2B)	TRINITY_DN27540_c0_g1_i1|g.52063	TRINITY_DN27540_c0_g1_i1|m.52063	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN27567_c3_g1_i2%7Cg.52046%20TRINITY_DN27567_c3_g1_i2%7Cm.52046%20type%3A5prime_partial%20len%3A414%20(-)	TRINITY_DN27567_c3_g1_i2|g.52046	TRINITY_DN27567_c3_g1_i2|m.52046	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27752_c0_g1_i1%7Cg.82151%20TRINITY_DN27752_c0_g1_i1%7Cm.82151%20type%3A5prime_partial%20len%3A151%20(%2B)	TRINITY_DN27752_c0_g1_i1|g.82151	TRINITY_DN27752_c0_g1_i1|m.82151	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN27752_c0_g1_i1%7Cg.82153%20TRINITY_DN27752_c0_g1_i1%7Cm.82153%20type%3A3prime_partial%20len%3A102%20(%2B)	TRINITY_DN27752_c0_g1_i1|g.82153	TRINITY_DN27752_c0_g1_i1|m.82153	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN27791_c1_g5_i2%7Cg.82107%20TRINITY_DN27791_c1_g5_i2%7Cm.82107%20type%3Acomplete%20len%3A122%20(-)	TRINITY_DN27791_c1_g5_i2|g.82107	TRINITY_DN27791_c1_g5_i2|m.82107	protein_coding	1	0	1	2	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0
ORF%20TRINITY_DN27893_c0_g1_i1%7Cg.45476%20TRINITY_DN27893_c0_g1_i1%7Cm.45476%20type%3A3prime_partial%20len%3A312%20(-)	TRINITY_DN27893_c0_g1_i1|g.45476	TRINITY_DN27893_c0_g1_i1|m.45476	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27893_c0_g1_i1%7Cg.45477%20TRINITY_DN27893_c0_g1_i1%7Cm.45477%20type%3A5prime_partial%20len%3A173%20(%2B)	TRINITY_DN27893_c0_g1_i1|g.45477	TRINITY_DN27893_c0_g1_i1|m.45477	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27893_c0_g1_i1%7Cg.45478%20TRINITY_DN27893_c0_g1_i1%7Cm.45478%20type%3Acomplete%20len%3A109%20(%2B)	TRINITY_DN27893_c0_g1_i1|g.45478	TRINITY_DN27893_c0_g1_i1|m.45478	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27894_c0_g1_i1%7Cg.45487%20TRINITY_DN27894_c0_g1_i1%7Cm.45487%20type%3Ainternal%20len%3A102%20(%2B)	TRINITY_DN27894_c0_g1_i1|g.45487	TRINITY_DN27894_c0_g1_i1|m.45487	protein_coding	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
ORF%20TRINITY_DN27900_c0_g1_i1%7Cg.45483%20TRINITY_DN27900_c0_g1_i1%7Cm.45483%20type%3Acomplete%20len%3A157%20(%2B)	TRINITY_DN27900_c0_g1_i1|g.45483	TRINITY_DN27900_c0_g1_i1|m.45483	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27918_c0_g1_i1%7Cg.45456%20TRINITY_DN27918_c0_g1_i1%7Cm.45456%20type%3A5prime_partial%20len%3A139%20(-)	TRINITY_DN27918_c0_g1_i1|g.45456	TRINITY_DN27918_c0_g1_i1|m.45456	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN27980_c0_g8_i1%7Cg.21105%20TRINITY_DN27980_c0_g8_i1%7Cm.21105%20type%3A5prime_partial%20len%3A131%20(-)	TRINITY_DN27980_c0_g8_i1|g.21105	TRINITY_DN27980_c0_g8_i1|m.21105	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN28036_c0_g1_i1%7Cg.83260%20TRINITY_DN28036_c0_g1_i1%7Cm.83260%20type%3A3prime_partial%20len%3A106%20(%2B)	TRINITY_DN28036_c0_g1_i1|g.83260	TRINITY_DN28036_c0_g1_i1|m.83260	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
