# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_frameshift_variant	variants_effect_missense_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant
ORF%20TRINITY_DN29516_c0_g1_i1%7Cg.2456%20TRINITY_DN29516_c0_g1_i1%7Cm.2456%20type%3Ainternal%20len%3A148%20(-)	TRINITY_DN29516_c0_g1_i1|g.2456	TRINITY_DN29516_c0_g1_i1|m.2456	protein_coding	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
ORF%20TRINITY_DN29523_c0_g1_i1%7Cg.2443%20TRINITY_DN29523_c0_g1_i1%7Cm.2443%20type%3Ainternal%20len%3A134%20(%2B)	TRINITY_DN29523_c0_g1_i1|g.2443	TRINITY_DN29523_c0_g1_i1|m.2443	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN29614_c0_g2_i1%7Cg.75784%20TRINITY_DN29614_c0_g2_i1%7Cm.75784%20type%3A5prime_partial%20len%3A161%20(%2B)	TRINITY_DN29614_c0_g2_i1|g.75784	TRINITY_DN29614_c0_g2_i1|m.75784	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN29645_c0_g1_i1%7Cg.95223%20TRINITY_DN29645_c0_g1_i1%7Cm.95223%20type%3Acomplete%20len%3A152%20(%2B)	TRINITY_DN29645_c0_g1_i1|g.95223	TRINITY_DN29645_c0_g1_i1|m.95223	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN29645_c0_g1_i1%7Cg.95224%20TRINITY_DN29645_c0_g1_i1%7Cm.95224%20type%3Acomplete%20len%3A119%20(-)	TRINITY_DN29645_c0_g1_i1|g.95224	TRINITY_DN29645_c0_g1_i1|m.95224	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN29645_c0_g1_i1%7Cg.95226%20TRINITY_DN29645_c0_g1_i1%7Cm.95226%20type%3Acomplete%20len%3A111%20(%2B)	TRINITY_DN29645_c0_g1_i1|g.95226	TRINITY_DN29645_c0_g1_i1|m.95226	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN29687_c0_g1_i3%7Cg.95220%20TRINITY_DN29687_c0_g1_i3%7Cm.95220%20type%3Acomplete%20len%3A211%20(-)	TRINITY_DN29687_c0_g1_i3|g.95220	TRINITY_DN29687_c0_g1_i3|m.95220	protein_coding	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
ORF%20TRINITY_DN29743_c0_g2_i1%7Cg.90102%20TRINITY_DN29743_c0_g2_i1%7Cm.90102%20type%3Acomplete%20len%3A119%20(-)	TRINITY_DN29743_c0_g2_i1|g.90102	TRINITY_DN29743_c0_g2_i1|m.90102	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ORF%20TRINITY_DN29822_c0_g1_i2%7Cg.90109%20TRINITY_DN29822_c0_g1_i2%7Cm.90109%20type%3A5prime_partial%20len%3A676%20(%2B)	TRINITY_DN29822_c0_g1_i2|g.90109	TRINITY_DN29822_c0_g1_i2|m.90109	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN29822_c0_g1_i2%7Cg.90110%20TRINITY_DN29822_c0_g1_i2%7Cm.90110%20type%3A5prime_partial%20len%3A285%20(-)	TRINITY_DN29822_c0_g1_i2|g.90110	TRINITY_DN29822_c0_g1_i2|m.90110	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN29822_c0_g1_i2%7Cg.90113%20TRINITY_DN29822_c0_g1_i2%7Cm.90113%20type%3Acomplete%20len%3A106%20(-)	TRINITY_DN29822_c0_g1_i2|g.90113	TRINITY_DN29822_c0_g1_i2|m.90113	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN29831_c0_g3_i2%7Cg.3260%20TRINITY_DN29831_c0_g3_i2%7Cm.3260%20type%3A5prime_partial%20len%3A122%20(%2B)	TRINITY_DN29831_c0_g3_i2|g.3260	TRINITY_DN29831_c0_g3_i2|m.3260	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN29831_c0_g3_i2%7Cg.3261%20TRINITY_DN29831_c0_g3_i2%7Cm.3261%20type%3A3prime_partial%20len%3A108%20(-)	TRINITY_DN29831_c0_g3_i2|g.3261	TRINITY_DN29831_c0_g3_i2|m.3261	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN29949_c0_g1_i1%7Cg.47862%20TRINITY_DN29949_c0_g1_i1%7Cm.47862%20type%3Acomplete%20len%3A347%20(%2B)	TRINITY_DN29949_c0_g1_i1|g.47862	TRINITY_DN29949_c0_g1_i1|m.47862	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN29949_c0_g1_i1%7Cg.47863%20TRINITY_DN29949_c0_g1_i1%7Cm.47863%20type%3Acomplete%20len%3A304%20(-)	TRINITY_DN29949_c0_g1_i1|g.47863	TRINITY_DN29949_c0_g1_i1|m.47863	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30053_c0_g1_i1%7Cg.88441%20TRINITY_DN30053_c0_g1_i1%7Cm.88441%20type%3Acomplete%20len%3A224%20(%2B)	TRINITY_DN30053_c0_g1_i1|g.88441	TRINITY_DN30053_c0_g1_i1|m.88441	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30064_c0_g3_i2%7Cg.88492%20TRINITY_DN30064_c0_g3_i2%7Cm.88492%20type%3A5prime_partial%20len%3A249%20(-)	TRINITY_DN30064_c0_g3_i2|g.88492	TRINITY_DN30064_c0_g3_i2|m.88492	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30064_c0_g3_i2%7Cg.88493%20TRINITY_DN30064_c0_g3_i2%7Cm.88493%20type%3A5prime_partial%20len%3A169%20(%2B)	TRINITY_DN30064_c0_g3_i2|g.88493	TRINITY_DN30064_c0_g3_i2|m.88493	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN30079_c0_g1_i1%7Cg.88506%20TRINITY_DN30079_c0_g1_i1%7Cm.88506%20type%3Acomplete%20len%3A145%20(%2B)	TRINITY_DN30079_c0_g1_i1|g.88506	TRINITY_DN30079_c0_g1_i1|m.88506	protein_coding	0	10	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	10
ORF%20TRINITY_DN30134_c0_g1_i2%7Cg.53997%20TRINITY_DN30134_c0_g1_i2%7Cm.53997%20type%3A5prime_partial%20len%3A390%20(-)	TRINITY_DN30134_c0_g1_i2|g.53997	TRINITY_DN30134_c0_g1_i2|m.53997	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN30326_c0_g2_i1%7Cg.88187%20TRINITY_DN30326_c0_g2_i1%7Cm.88187%20type%3Acomplete%20len%3A214%20(%2B)	TRINITY_DN30326_c0_g2_i1|g.88187	TRINITY_DN30326_c0_g2_i1|m.88187	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30326_c0_g2_i1%7Cg.88189%20TRINITY_DN30326_c0_g2_i1%7Cm.88189%20type%3Acomplete%20len%3A175%20(-)	TRINITY_DN30326_c0_g2_i1|g.88189	TRINITY_DN30326_c0_g2_i1|m.88189	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30528_c0_g1_i1%7Cg.89925%20TRINITY_DN30528_c0_g1_i1%7Cm.89925%20type%3A5prime_partial%20len%3A378%20(-)	TRINITY_DN30528_c0_g1_i1|g.89925	TRINITY_DN30528_c0_g1_i1|m.89925	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN30528_c0_g1_i1%7Cg.89926%20TRINITY_DN30528_c0_g1_i1%7Cm.89926%20type%3Acomplete%20len%3A118%20(%2B)	TRINITY_DN30528_c0_g1_i1|g.89926	TRINITY_DN30528_c0_g1_i1|m.89926	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30540_c0_g1_i1%7Cg.89950%20TRINITY_DN30540_c0_g1_i1%7Cm.89950%20type%3Acomplete%20len%3A201%20(%2B)	TRINITY_DN30540_c0_g1_i1|g.89950	TRINITY_DN30540_c0_g1_i1|m.89950	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30540_c0_g1_i1%7Cg.89951%20TRINITY_DN30540_c0_g1_i1%7Cm.89951%20type%3A5prime_partial%20len%3A133%20(%2B)	TRINITY_DN30540_c0_g1_i1|g.89951	TRINITY_DN30540_c0_g1_i1|m.89951	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30761_c0_g1_i1%7Cg.27482%20TRINITY_DN30761_c0_g1_i1%7Cm.27482%20type%3A3prime_partial%20len%3A415%20(%2B)	TRINITY_DN30761_c0_g1_i1|g.27482	TRINITY_DN30761_c0_g1_i1|m.27482	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN30761_c0_g1_i1%7Cg.27484%20TRINITY_DN30761_c0_g1_i1%7Cm.27484%20type%3Acomplete%20len%3A100%20(%2B)	TRINITY_DN30761_c0_g1_i1|g.27484	TRINITY_DN30761_c0_g1_i1|m.27484	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30848_c0_g1_i1%7Cg.76584%20TRINITY_DN30848_c0_g1_i1%7Cm.76584%20type%3A5prime_partial%20len%3A482%20(%2B)	TRINITY_DN30848_c0_g1_i1|g.76584	TRINITY_DN30848_c0_g1_i1|m.76584	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN30848_c0_g1_i1%7Cg.76587%20TRINITY_DN30848_c0_g1_i1%7Cm.76587%20type%3Acomplete%20len%3A112%20(-)	TRINITY_DN30848_c0_g1_i1|g.76587	TRINITY_DN30848_c0_g1_i1|m.76587	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30885_c0_g2_i2%7Cg.76447%20TRINITY_DN30885_c0_g2_i2%7Cm.76447%20type%3Acomplete%20len%3A212%20(%2B)	TRINITY_DN30885_c0_g2_i2|g.76447	TRINITY_DN30885_c0_g2_i2|m.76447	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN30915_c0_g1_i1%7Cg.76551%20TRINITY_DN30915_c0_g1_i1%7Cm.76551%20type%3Acomplete%20len%3A388%20(-)	TRINITY_DN30915_c0_g1_i1|g.76551	TRINITY_DN30915_c0_g1_i1|m.76551	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
ORF%20TRINITY_DN31144_c0_g1_i1%7Cg.31479%20TRINITY_DN31144_c0_g1_i1%7Cm.31479%20type%3Ainternal%20len%3A511%20(-)	TRINITY_DN31144_c0_g1_i1|g.31479	TRINITY_DN31144_c0_g1_i1|m.31479	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31144_c0_g1_i1%7Cg.31481%20TRINITY_DN31144_c0_g1_i1%7Cm.31481%20type%3Acomplete%20len%3A186%20(%2B)	TRINITY_DN31144_c0_g1_i1|g.31481	TRINITY_DN31144_c0_g1_i1|m.31481	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31144_c0_g1_i1%7Cg.31483%20TRINITY_DN31144_c0_g1_i1%7Cm.31483%20type%3Acomplete%20len%3A116%20(-)	TRINITY_DN31144_c0_g1_i1|g.31483	TRINITY_DN31144_c0_g1_i1|m.31483	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31193_c1_g1_i1%7Cg.31568%20TRINITY_DN31193_c1_g1_i1%7Cm.31568%20type%3Acomplete%20len%3A214%20(-)	TRINITY_DN31193_c1_g1_i1|g.31568	TRINITY_DN31193_c1_g1_i1|m.31568	protein_coding	0	1	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31227_c0_g1_i1%7Cg.31623%20TRINITY_DN31227_c0_g1_i1%7Cm.31623%20type%3Acomplete%20len%3A211%20(-)	TRINITY_DN31227_c0_g1_i1|g.31623	TRINITY_DN31227_c0_g1_i1|m.31623	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31230_c0_g2_i3%7Cg.45565%20TRINITY_DN31230_c0_g2_i3%7Cm.45565%20type%3Acomplete%20len%3A231%20(-)	TRINITY_DN31230_c0_g2_i3|g.45565	TRINITY_DN31230_c0_g2_i3|m.45565	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31230_c0_g2_i3%7Cg.45566%20TRINITY_DN31230_c0_g2_i3%7Cm.45566%20type%3Acomplete%20len%3A103%20(-)	TRINITY_DN31230_c0_g2_i3|g.45566	TRINITY_DN31230_c0_g2_i3|m.45566	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31254_c0_g1_i1%7Cg.45577%20TRINITY_DN31254_c0_g1_i1%7Cm.45577%20type%3A5prime_partial%20len%3A149%20(-)	TRINITY_DN31254_c0_g1_i1|g.45577	TRINITY_DN31254_c0_g1_i1|m.45577	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31254_c0_g1_i1%7Cg.45578%20TRINITY_DN31254_c0_g1_i1%7Cm.45578%20type%3Acomplete%20len%3A139%20(%2B)	TRINITY_DN31254_c0_g1_i1|g.45578	TRINITY_DN31254_c0_g1_i1|m.45578	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31323_c0_g2_i1%7Cg.45518%20TRINITY_DN31323_c0_g2_i1%7Cm.45518%20type%3Acomplete%20len%3A118%20(%2B)	TRINITY_DN31323_c0_g2_i1|g.45518	TRINITY_DN31323_c0_g2_i1|m.45518	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31463_c0_g1_i1%7Cg.77030%20TRINITY_DN31463_c0_g1_i1%7Cm.77030%20type%3A5prime_partial%20len%3A201%20(-)	TRINITY_DN31463_c0_g1_i1|g.77030	TRINITY_DN31463_c0_g1_i1|m.77030	protein_coding	0	1	1	3	3	0	0	0	0	0	0	1	0	0	0	0	0	1
ORF%20TRINITY_DN31496_c0_g1_i1%7Cg.77039%20TRINITY_DN31496_c0_g1_i1%7Cm.77039%20type%3Acomplete%20len%3A357%20(%2B)	TRINITY_DN31496_c0_g1_i1|g.77039	TRINITY_DN31496_c0_g1_i1|m.77039	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31496_c0_g1_i1%7Cg.77040%20TRINITY_DN31496_c0_g1_i1%7Cm.77040%20type%3Acomplete%20len%3A206%20(-)	TRINITY_DN31496_c0_g1_i1|g.77040	TRINITY_DN31496_c0_g1_i1|m.77040	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN31496_c0_g1_i1%7Cg.77041%20TRINITY_DN31496_c0_g1_i1%7Cm.77041%20type%3Acomplete%20len%3A123%20(%2B)	TRINITY_DN31496_c0_g1_i1|g.77041	TRINITY_DN31496_c0_g1_i1|m.77041	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31502_c0_g1_i1%7Cg.77005%20TRINITY_DN31502_c0_g1_i1%7Cm.77005%20type%3A5prime_partial%20len%3A419%20(%2B)	TRINITY_DN31502_c0_g1_i1|g.77005	TRINITY_DN31502_c0_g1_i1|m.77005	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31502_c0_g1_i1%7Cg.77007%20TRINITY_DN31502_c0_g1_i1%7Cm.77007%20type%3Acomplete%20len%3A130%20(-)	TRINITY_DN31502_c0_g1_i1|g.77007	TRINITY_DN31502_c0_g1_i1|m.77007	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31529_c0_g1_i1%7Cg.87246%20TRINITY_DN31529_c0_g1_i1%7Cm.87246%20type%3A3prime_partial%20len%3A447%20(-)	TRINITY_DN31529_c0_g1_i1|g.87246	TRINITY_DN31529_c0_g1_i1|m.87246	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31529_c0_g1_i1%7Cg.87247%20TRINITY_DN31529_c0_g1_i1%7Cm.87247%20type%3Acomplete%20len%3A120%20(%2B)	TRINITY_DN31529_c0_g1_i1|g.87247	TRINITY_DN31529_c0_g1_i1|m.87247	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ORF%20TRINITY_DN31535_c1_g1_i3%7Cg.87188%20TRINITY_DN31535_c1_g1_i3%7Cm.87188%20type%3Acomplete%20len%3A142%20(-)	TRINITY_DN31535_c1_g1_i3|g.87188	TRINITY_DN31535_c1_g1_i3|m.87188	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31554_c0_g2_i1%7Cg.87214%20TRINITY_DN31554_c0_g2_i1%7Cm.87214%20type%3Ainternal%20len%3A191%20(-)	TRINITY_DN31554_c0_g2_i1|g.87214	TRINITY_DN31554_c0_g2_i1|m.87214	protein_coding	0	2	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2
ORF%20TRINITY_DN31708_c1_g1_i2%7Cg.3819%20TRINITY_DN31708_c1_g1_i2%7Cm.3819%20type%3Acomplete%20len%3A409%20(-)	TRINITY_DN31708_c1_g1_i2|g.3819	TRINITY_DN31708_c1_g1_i2|m.3819	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31738_c0_g1_i2%7Cg.70188%20TRINITY_DN31738_c0_g1_i2%7Cm.70188%20type%3A5prime_partial%20len%3A382%20(%2B)	TRINITY_DN31738_c0_g1_i2|g.70188	TRINITY_DN31738_c0_g1_i2|m.70188	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31738_c0_g1_i2%7Cg.70189%20TRINITY_DN31738_c0_g1_i2%7Cm.70189%20type%3A5prime_partial%20len%3A140%20(-)	TRINITY_DN31738_c0_g1_i2|g.70189	TRINITY_DN31738_c0_g1_i2|m.70189	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORF%20TRINITY_DN31770_c0_g1_i2%7Cg.70298%20TRINITY_DN31770_c0_g1_i2%7Cm.70298%20type%3Acomplete%20len%3A179%20(%2B)	TRINITY_DN31770_c0_g1_i2|g.70298	TRINITY_DN31770_c0_g1_i2|m.70298	protein_coding	0	1	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN31919_c0_g2_i1%7Cg.15920%20TRINITY_DN31919_c0_g2_i1%7Cm.15920%20type%3Acomplete%20len%3A133%20(-)	TRINITY_DN31919_c0_g2_i1|g.15920	TRINITY_DN31919_c0_g2_i1|m.15920	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN31919_c0_g2_i1%7Cg.15921%20TRINITY_DN31919_c0_g2_i1%7Cm.15921%20type%3A5prime_partial%20len%3A132%20(-)	TRINITY_DN31919_c0_g2_i1|g.15921	TRINITY_DN31919_c0_g2_i1|m.15921	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32062_c0_g1_i2%7Cg.65857%20TRINITY_DN32062_c0_g1_i2%7Cm.65857%20type%3A5prime_partial%20len%3A338%20(%2B)	TRINITY_DN32062_c0_g1_i2|g.65857	TRINITY_DN32062_c0_g1_i2|m.65857	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32062_c0_g1_i2%7Cg.65858%20TRINITY_DN32062_c0_g1_i2%7Cm.65858%20type%3A5prime_partial%20len%3A338%20(-)	TRINITY_DN32062_c0_g1_i2|g.65858	TRINITY_DN32062_c0_g1_i2|m.65858	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32083_c0_g1_i1%7Cg.65987%20TRINITY_DN32083_c0_g1_i1%7Cm.65987%20type%3A5prime_partial%20len%3A156%20(%2B)	TRINITY_DN32083_c0_g1_i1|g.65987	TRINITY_DN32083_c0_g1_i1|m.65987	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ORF%20TRINITY_DN32083_c0_g1_i1%7Cg.65988%20TRINITY_DN32083_c0_g1_i1%7Cm.65988%20type%3A5prime_partial%20len%3A137%20(-)	TRINITY_DN32083_c0_g1_i1|g.65988	TRINITY_DN32083_c0_g1_i1|m.65988	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32166_c0_g1_i1%7Cg.42112%20TRINITY_DN32166_c0_g1_i1%7Cm.42112%20type%3Acomplete%20len%3A149%20(%2B)	TRINITY_DN32166_c0_g1_i1|g.42112	TRINITY_DN32166_c0_g1_i1|m.42112	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32166_c0_g1_i1%7Cg.42113%20TRINITY_DN32166_c0_g1_i1%7Cm.42113%20type%3Acomplete%20len%3A137%20(-)	TRINITY_DN32166_c0_g1_i1|g.42113	TRINITY_DN32166_c0_g1_i1|m.42113	protein_coding	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32243_c0_g2_i1%7Cg.73874%20TRINITY_DN32243_c0_g2_i1%7Cm.73874%20type%3A5prime_partial%20len%3A253%20(%2B)	TRINITY_DN32243_c0_g2_i1|g.73874	TRINITY_DN32243_c0_g2_i1|m.73874	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73893%20TRINITY_DN32286_c0_g1_i2%7Cm.73893%20type%3Acomplete%20len%3A381%20(%2B)	TRINITY_DN32286_c0_g1_i2|g.73893	TRINITY_DN32286_c0_g1_i2|m.73893	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73895%20TRINITY_DN32286_c0_g1_i2%7Cm.73895%20type%3A5prime_partial%20len%3A144%20(-)	TRINITY_DN32286_c0_g1_i2|g.73895	TRINITY_DN32286_c0_g1_i2|m.73895	protein_coding	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73896%20TRINITY_DN32286_c0_g1_i2%7Cm.73896%20type%3A3prime_partial%20len%3A135%20(%2B)	TRINITY_DN32286_c0_g1_i2|g.73896	TRINITY_DN32286_c0_g1_i2|m.73896	protein_coding	0	2	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2
ORF%20TRINITY_DN32286_c0_g1_i2%7Cg.73897%20TRINITY_DN32286_c0_g1_i2%7Cm.73897%20type%3A5prime_partial%20len%3A111%20(-)	TRINITY_DN32286_c0_g1_i2|g.73897	TRINITY_DN32286_c0_g1_i2|m.73897	protein_coding	0	0	4	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
ORF%20TRINITY_DN32292_c0_g1_i1%7Cg.73917%20TRINITY_DN32292_c0_g1_i1%7Cm.73917%20type%3Ainternal%20len%3A219%20(%2B)	TRINITY_DN32292_c0_g1_i1|g.73917	TRINITY_DN32292_c0_g1_i1|m.73917	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ORF%20TRINITY_DN32292_c0_g1_i1%7Cg.73919%20TRINITY_DN32292_c0_g1_i1%7Cm.73919%20type%3Acomplete%20len%3A166%20(-)	TRINITY_DN32292_c0_g1_i1|g.73919	TRINITY_DN32292_c0_g1_i1|m.73919	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32292_c0_g1_i1%7Cg.73920%20TRINITY_DN32292_c0_g1_i1%7Cm.73920%20type%3Acomplete%20len%3A114%20(-)	TRINITY_DN32292_c0_g1_i1|g.73920	TRINITY_DN32292_c0_g1_i1|m.73920	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32340_c0_g1_i2%7Cg.46411%20TRINITY_DN32340_c0_g1_i2%7Cm.46411%20type%3Acomplete%20len%3A245%20(-)	TRINITY_DN32340_c0_g1_i2|g.46411	TRINITY_DN32340_c0_g1_i2|m.46411	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32348_c0_g2_i1%7Cg.46367%20TRINITY_DN32348_c0_g2_i1%7Cm.46367%20type%3Acomplete%20len%3A587%20(-)	TRINITY_DN32348_c0_g2_i1|g.46367	TRINITY_DN32348_c0_g2_i1|m.46367	protein_coding	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ORF%20TRINITY_DN32348_c0_g2_i1%7Cg.46368%20TRINITY_DN32348_c0_g2_i1%7Cm.46368%20type%3Acomplete%20len%3A296%20(%2B)	TRINITY_DN32348_c0_g2_i1|g.46368	TRINITY_DN32348_c0_g2_i1|m.46368	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32354_c1_g1_i1%7Cg.46383%20TRINITY_DN32354_c1_g1_i1%7Cm.46383%20type%3Acomplete%20len%3A377%20(-)	TRINITY_DN32354_c1_g1_i1|g.46383	TRINITY_DN32354_c1_g1_i1|m.46383	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ORF%20TRINITY_DN32402_c0_g1_i1%7Cg.46348%20TRINITY_DN32402_c0_g1_i1%7Cm.46348%20type%3Acomplete%20len%3A455%20(%2B)	TRINITY_DN32402_c0_g1_i1|g.46348	TRINITY_DN32402_c0_g1_i1|m.46348	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
